object,event,subject,lat,lon,timestamp,source
"FRMORT001","FFE-On-Location ""Location={-5498976.908217, -2251427.979631, 2310206.739358}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39116652,-157.73700854,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990986,-157.74175369,"2026-08-03T22:00:04.075Z","UAV 1"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39007175,-157.74180517,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38996375,-157.74175001,"2026-08-03T22:00:04.075Z","UAV 1"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990581,-157.74190826,"2026-08-03T22:00:04.075Z","UAV 1"
"FRMORT004","None","-",21.39105358,-157.73697074,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38819893,-157.75009308,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK2001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38837247,-157.75033205,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38980363,-157.74180043,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK2002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828259,-157.75045349,"2026-08-03T22:00:04.075Z","UAV 1"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38989700,-157.74163464,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38998278,-157.74192952,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK1002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38835438,-157.75051501,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39004088,-157.74177842,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38811295,-157.75018941,"2026-08-03T22:00:04.075Z","UAV 1"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38971144,-157.74168765,"2026-08-03T22:00:04.075Z","UAV 1"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38812561,-157.75023975,"2026-08-03T22:00:04.075Z","UAV 1"
"ENM1A2003","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37332152,-157.74325039,"2026-08-03T22:00:00.000Z","UAV 1"
"FRM901001","None","-",21.38680798,-157.73443834,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72007","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37116494,-157.74185204,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72003","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37142905,-157.74159647,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72012","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37135575,-157.74170428,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT005","FFE-On-Location ""Location={-5499123.141030, -2250320.406046, 2311025.754248}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37463885,-157.73701809,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM1A2001","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37344826,-157.74288997,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38070294,-157.73204111,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72008","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37134233,-157.74168365,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38083049,-157.73220700,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72002","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37128608,-157.74157543,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT004","FFE-On-Location ""Location={-5498511.672389, -2250935.799735, 2311770.746054}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37449517,-157.73695548,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM35004","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37321699,-157.73305944,"2026-08-03T22:00:00.000Z","UAV 1"
"ENGAZ001","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37337528,-157.73279257,"2026-08-03T22:00:00.000Z","UAV 1"
"ENBTR60006","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.36897336,-157.74047149,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38096188,-157.73222439,"2026-08-03T22:00:00.000Z","UAV 1"
"ENBTR80004","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.36892854,-157.74027557,"2026-08-03T22:00:00.000Z","UAV 1"
"ENBTR60003","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.36886321,-157.74068485,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM1A2002","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37356068,-157.74317200,"2026-08-03T22:00:00.000Z","UAV 1"
"ENCAESAR004","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","-",21.37601276,-157.73451630,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38097332,-157.73240275,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38100014,-157.73233777,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72011","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37128822,-157.74162582,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72004","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37154521,-157.74163288,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM35002","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37340544,-157.73283903,"2026-08-03T22:00:00.000Z","UAV 1"
"ENGAZ003","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37338431,-157.73326221,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM35001","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37314687,-157.73312307,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72010","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37154256,-157.74155229,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72006","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37145835,-157.74180319,"2026-08-03T22:00:00.000Z","UAV 1"
"ENCAESAR003","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37585208,-157.73459179,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT001","FFE-On-Location ""Location={-5499123.141030, -2250320.406046, 2311025.754248}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37454920,-157.73726779,"2026-08-03T22:00:00.000Z","UAV 1"
"FRM109003","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","-",21.38680864,-157.73465517,"2026-08-03T22:00:00.000Z","UAV 1"
"FRM109002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38670406,-157.73454745,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38096961,-157.73244663,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69009","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38066035,-157.73234161,"2026-08-03T22:00:00.000Z","UAV 1"
"ENGAZ004","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37336764,-157.73318922,"2026-08-03T22:00:00.000Z","UAV 1"
"FRM109001","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","-",21.38650020,-157.73425927,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT003","FFE-On-Location ""Location={-5498573.025370, -2251262.832114, 2311309.431241}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37448817,-157.73726715,"2026-08-03T22:00:00.000Z","UAV 1"
"FRAHS002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38655078,-157.73465933,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69010","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38075758,-157.73208913,"2026-08-03T22:00:00.000Z","UAV 1"
"FRM109004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38683655,-157.73430863,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM1A2004","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37346980,-157.74313700,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM35003","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37355752,-157.73315653,"2026-08-03T22:00:00.000Z","UAV 1"
"ENBTR60005","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.36897693,-157.74069464,"2026-08-03T22:00:00.000Z","UAV 1"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828440,-157.75026838,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38831970,-157.75023091,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT002","FFE-On-Location ""Location={-5499132.853573, -2251193.466895, 2310064.199617}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39124517,-157.73722922,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38846466,-157.75029029,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT001","FFE-On-Location ""Location={-5498976.908217, -2251427.979631, 2310206.739358}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39116652,-157.73700854,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990971,-157.74175379,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39007156,-157.74180517,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38996359,-157.74175011,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990562,-157.74190826,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT004","None","-",21.39105358,-157.73697074,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38820084,-157.75009814,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38837599,-157.75033877,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38980348,-157.74180052,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828456,-157.75046368,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38989682,-157.74163464,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38998261,-157.74192962,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38835642,-157.75052555,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39003956,-157.74177757,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38811755,-157.75019657,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38971121,-157.74168779,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38812969,-157.75024690,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828440,-157.75026838,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38831970,-157.75023091,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT002","FFE-On-Location ""Location={-5499132.853573, -2251193.466895, 2310064.199617}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39124517,-157.73722922,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38846466,-157.75029029,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT001","FFE-On-Location ""Location={-5498976.908217, -2251427.979631, 2310206.739358}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39116652,-157.73700854,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990971,-157.74175379,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39007156,-157.74180517,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38996359,-157.74175011,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990562,-157.74190826,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT004","None","-",21.39105358,-157.73697074,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38820084,-157.75009814,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38837599,-157.75033877,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38980348,-157.74180052,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828456,-157.75046368,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38989682,-157.74163464,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38998261,-157.74192962,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38835642,-157.75052555,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39003956,-157.74177757,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38811755,-157.75019657,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38971121,-157.74168779,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38812969,-157.75024690,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828440,-157.75026838,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38831970,-157.75023091,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT002","FFE-On-Location ""Location={-5499132.853573, -2251193.466895, 2310064.199617}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39124517,-157.73722922,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38846466,-157.75029029,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT001","FFE-On-Location ""Location={-5498976.908217, -2251427.979631, 2310206.739358}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.39116652,-157.73700854,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV002","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990971,-157.74175379,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39007156,-157.74180517,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV008","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38996359,-157.74175011,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113006","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38990562,-157.74190826,"2026-08-03T22:00:04.032Z","UAV 1"
"FRMORT004","None","-",21.39105358,-157.73697074,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1005","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38820084,-157.75009814,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2001","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38837599,-157.75033877,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV003","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38980348,-157.74180052,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38828456,-157.75046368,"2026-08-03T22:00:04.032Z","UAV 1"
"FRM113001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38989682,-157.74163464,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV005","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38998261,-157.74192962,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1002","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38835642,-157.75052555,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.39003956,-157.74177757,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK2003","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38811755,-157.75019657,"2026-08-03T22:00:04.032Z","UAV 1"
"FRLAV004","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38971121,-157.74168779,"2026-08-03T22:00:04.032Z","UAV 1"
"FRTRK1004","Move to {-5498755.048693, -2250824.434840, 2311307.787782}","-",21.38812969,-157.75024690,"2026-08-03T22:00:04.032Z","UAV 1"
"ENM1A2003","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37332112,-157.74325039,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72007","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37116461,-157.74185204,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72003","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37142872,-157.74159647,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72012","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37135542,-157.74170428,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT005","FFE-On-Location ""Location={-5499123.141030, -2250320.406046, 2311025.754248}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37463885,-157.73701809,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM1A2001","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37344826,-157.74288997,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69007","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38070294,-157.73204111,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72008","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37134233,-157.74168365,"2026-08-03T22:00:00.000Z","UAV 1"
"FRT69001","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","-",21.38083049,-157.73220700,"2026-08-03T22:00:00.000Z","UAV 1"
"ENT72002","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.37128608,-157.74157543,"2026-08-03T22:00:00.000Z","UAV 1"
"ENMORT004","FFE-On-Location ""Location={-5498511.672389, -2250935.799735, 2311770.746054}""  Name of Weapons to Fire: Indirect-Fire-Gun:m9333he. Number-Of-Rounds: 1. Height-Above-Terrain: 0","-",21.37449517,-157.73695548,"2026-08-03T22:00:00.000Z","UAV 1"
"ENM35004","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37321699,-157.73305944,"2026-08-03T22:00:00.000Z","UAV 1"
"ENGAZ001","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","-",21.37337528,-157.73279257,"2026-08-03T22:00:00.000Z","UAV 1"
"ENBTR60006","Move to {-5499107.729384, -2250754.164082, 2310538.606898}","-",21.36897336,-157.74047149,"2026-08-03T22:00:00.000Z","UAV 1"
